,0,1,2,3,4,5
0,0.08952380952380952,0.004643159724989742,0.04174558080808081,0.016513987666772343,0.008254907261300794,0.5000430735710598
1,0.08142857142857143,0.007633702846024199,0.047801383399209495,0.016032832408210552,0.012559619480096677,0.5019039882149087
2,0.09142857142857143,0.0066942249320086945,0.04671717171717171,0.017140006651147323,0.010910130789831779,0.5015641940500541
3,0.0880952380952381,0.007896443378410644,0.050875603864734296,0.017221717401181284,0.013067491555221935,0.5036792142840929
4,0.015238095238095238,0.0006361323155216284,0.041666666666666664,0.0004582885785893304,0.0012531328320802004,0.4995665488545727
5,0.09666666666666666,0.009731414123487383,0.050290889174862886,0.02183445699470544,0.013425960269060457,0.5037449333885844
6,0.015714285714285715,0.0423027989821883,0.04183673469387755,0.0014067980636841815,0.0015918862196140759,0.4996703889020217
7,0.014761904761904763,0.0005916030534351145,0.03875,0.0004439670605084139,0.0011654135338345865,0.49938496361765417
8,0.014761904761904763,0.0006159593069464314,0.040364583333333336,0.0004437585273658548,0.0012134022232660093,0.4995233271801656
9,0.014761904761904763,0.0005916030534351145,0.03875,0.0004439670605084139,0.0011654135338345865,0.4992857112804524
10,0.09,0.007891569867396211,0.05053374655647383,0.017267712063217682,0.012721772609413061,0.5024964485401641
